"ID","ISDELETED","MASTERRECORDID","NAME","PARENTID","BILLINGSTREET","BILLINGCITY","BILLINGSTATE","BILLINGPOSTALCODE","BILLINGCOUNTRY","BILLINGLATITUDE","BILLINGLONGITUDE","BILLINGADDRESS","SHIPPINGSTREET","SHIPPINGCITY","SHIPPINGSTATE","SHIPPINGPOSTALCODE","SHIPPINGCOUNTRY","SHIPPINGLATITUDE","SHIPPINGLONGITUDE","SHIPPINGADDRESS","PHONE","FAX","WEBSITE","PHOTOURL","DESCRIPTION","SITE","OWNERID","CREATEDDATE","CREATEDBYID","LASTMODIFIEDDATE","LASTMODIFIEDBYID","SYSTEMMODSTAMP","LASTACTIVITYDATE","LASTVIEWEDDATE","LASTREFERENCEDDATE","JIGSAWCOMPANYID","BVN_TYPE__C","BVN_INDUSTRY__C"
"001D000000j5RzpIAE","false","","PricewaterhouseCoopers","001D000000rtxE8IAI","GPO Box 150
DX 77 Brisbane","Brisbane","QLD","4001","","","","","Riverside Centre
Lv 15, 123 Eagle Street","Brisbane","QLD","4000","","","","","07 3257 5000","07 3257 5999","www.pwc.com.au","","","Brisbane","005D0000001bIi2IAE","2011-08-01T00:53:50.000Z","00520000001VGeLAAW","2012-09-19T05:51:16.000Z","005D0000001bIi2IAE","2012-09-19T05:51:16.000Z","","","","","Business consultant","Finance;Property"
"001D000000j5S62IAE","false","","Serco","","Level 10
90 Arthur Street","North Sydney","NSW","2060","","","","","Level 10
90 Arthur Street","North Sydney","NSW","2060","","","","","+61 2 9964 9733","+61 2 9965 9924","www.serco-ap.com.au","","","Sydney","005D0000001bPy2IAE","2011-08-01T02:44:54.000Z","00520000000wb6wAAA","2011-12-06T23:24:10.000Z","005D0000001aI8pIAE","2011-12-06T23:24:10.000Z","","","","","Project consultant","Other"
"001D000000j5S9CIAU","false","","Dunn + Moran Landscape Architects","001D000000nYvWMIA0","P.O Box 5799","West End","QLD","4101","","","","","Suite 7 
156 Boundary Street","West End","QLD","4101","","","","","0408 881 119","","www.dmla.com.au","","","QLD","005D0000001bIi2IAE","2011-08-01T05:55:49.000Z","00520000000wb71AAA","2013-09-12T03:55:26.000Z","005D0000002EqAjIAK","2013-09-12T03:55:26.000Z","","","","","Architect/Interior Designer","Architecture and Design"
"001D000000j5SCvIAM","false","","Cedar Woods Properties","001D000000rRXC1IAO","P.O Box 7350
St Kilda Road","Melbourne","VIC","8004","","","","","Level 12
484 St Kilda Road","Melbourne","VIC","3004","","","","","03 9820 1777","03 9820 1733","www.cedarwoods.com.au","","","Melbourne","005D0000001bIi2IAE","2011-08-01T05:01:27.000Z","00520000000wb71AAA","2013-09-12T03:55:26.000Z","005D0000002EqAjIAK","2013-09-12T03:55:26.000Z","","","","","Property Developer/Owner","Property"
"001D000000j64VxIAI","false","","Donovan Hill","001D000000ruCi2IAE","112 Bowen Street","Spring Hill","QLD","4000","","","","","112 Bowen Street","Spring Hill","QLD","4000","","","","","07 3831 3255","07 3831 3266","","","","Brisbane","005D0000001aGzhIAE","2011-08-02T00:29:41.000Z","005D0000001aGzhIAE","2012-09-12T06:26:19.000Z","00520000000wlM6AAI","2012-09-12T06:26:19.000Z","","","","","Architect/Interior Designer","Architecture and Design"
"001D000000j64WaIAI","false","","JCY","","2/234 Pier Street","Perth","WA","6000","Australia","","","","2/234 Pier Street","Perth","WA","6000","Australia","","","","08 9481 1477","08 9324 1816","www.jcy.net","","","Perth","005D0000001aGzhIAE","2011-08-02T00:33:02.000Z","005D0000001aGzhIAE","2011-08-02T00:33:02.000Z","005D0000001aGzhIAE","2011-08-02T00:33:02.000Z","","","","","Architect/Interior Designer","Architecture and Design"
"001D000000j64X4IAI","false","","Broad Construction Services Pty Ltd","001D000000rOo4QIAS","Level 1, 18-32 Parliament Place","West Perth","WA","6005","Australia","","","","Level 1, 18-32 Parliament Place","West Perth","WA","6005","Australia","","","","08 9261 7822","08 9228 7700","www.broad.com.au","","","Perth","005D0000001aGzhIAE","2011-08-02T00:44:02.000Z","005D0000001aGzhIAE","2012-05-29T06:49:46.000Z","005D0000001bXCwIAM","2012-05-29T06:49:46.000Z","","","","","Construction Company","Property"
"001D000000j64XYIAY","false","","Rhetorica","","76 Surfview Road","Mona Vale","NSW","2103","Australia","","","","76 Surfview Road","Mona Vale","NSW","2103","Australia","","","","0421 993 165","","www.rhetorica.com.au","","","Sydney","005D0000001aGzhIAE","2011-08-02T00:50:22.000Z","005D0000001aGzhIAE","2011-08-02T00:50:22.000Z","005D0000001aGzhIAE","2011-08-02T00:50:22.000Z","","","","","Other","Other"
"001D000000j64abIAA","false","","URO Media","","3 Banning Road","Warrandyte","VIC","3113","Australia","","","","3 Banning Road","Warrandyte","VIC","3113","Australia","","","","0403 774 304","","www.uromedia.com.au","","","Melbourne","005D0000001aGzhIAE","2011-08-02T01:29:10.000Z","005D0000001aGzhIAE","2011-08-02T01:29:10.000Z","005D0000001aGzhIAE","2011-08-02T01:29:10.000Z","","","","","Media","Other"
"001D000000j64hLIAQ","false","","Boston Publishing","001D000000rOo1RIAS","PO Box 2371","South Richmond","VIC","3121","","","","","2/83 – 87 Dover Street","Cremorne","VIC","3121","","","","","03 8060 1002","","www.bostonpublishing.com.au","","","Melbourne","005D0000001aGzhIAE","2011-08-02T02:58:14.000Z","005D0000001aGzhIAE","2012-05-29T06:35:10.000Z","005D0000001bXCwIAM","2012-05-29T06:35:10.000Z","","","","","Media","Other"
"001D000000j7IpnIAE","false","","Queensland Rugby","","PO Box 205","Kelvin Grove","Qld","4050","","","","","231 Butterfield Street","Herston","Qld","4006","","","","","07 3354 9333","07 3856 6333","www.redsrugby.com.au","","","Reds Rugby","00520000000wlM6AAI","2011-08-08T03:14:43.000Z","00520000000wlM6AAI","2011-08-08T03:16:38.000Z","00520000000wlM6AAI","2011-08-08T03:16:38.000Z","","","","","Client","Sport"
"001D000000j7NMmIAM","false","","Rio Tinto Shared Services","","Level 24
215 Adelaide Street","Brisbane","Qld","4000","","","","","Level 24
215 Adelaide Street","Brisbane","Qld","4000","","","","","07 3029 2000","07 3029 2026","www.riotinto.com","","","Brisbane","00520000000wlM6AAI","2011-08-08T22:12:02.000Z","00520000000wlM6AAI","2011-08-08T22:12:02.000Z","00520000000wlM6AAI","2011-08-08T22:12:02.000Z","","","","","Client","Resources"
"001D000000j7NNkIAM","false","","Davlan Group","","PO Box 282","New Farm","QLD","4005","","","","","","","","","","","","","","","","","","Brisbane","005D0000001bIi2IAE","2011-08-08T22:36:36.000Z","00520000001VGeLAAW","2011-11-07T04:31:12.000Z","005D0000001aI8pIAE","2011-11-07T04:31:12.000Z","","","","","Client;Property Developer/Owner","Property"
"001D000000j7NyaIAE","false","","Australian Conservation Foundation","001D000000oJY3DIAW","1st Floor
60 Leicester Street","Carlton","VIC","3053","","","","","1st Floor
60 Leicester Street","Carlton","VIC","3053","","","","","03 9345 1111","03 9345 1166","www.acfonline.org.au","","The Australian Conservation Foundation (ACF) is committed to inspiring people to achieve a healthy environment for all Australians. For over 40 years we have been a strong voice for the environment, promoting solutions through research, consultation, education and partnerships. We work with the community, business and government to protect, restore and sustain our environment.

Our vision: What we want
ACF will inspire and promote a society which is environmentally aware and responsible. 

Our mission: What we do
ACF campaigns to protect restore and sustain the environment. 

Our values: How we act
ACF is professional, collaborative and courageous. 

Who we are
We are a national, community-based environmental organisation.","Melbourne","005D0000001bPy2IAE","2011-08-09T06:04:47.000Z","00520000000wb6wAAA","2012-03-13T05:01:27.000Z","005D0000001bXCwIAM","2012-03-13T05:01:27.000Z","","","","","Other","Other"
"001D000000j7uzzIAA","false","","ANZ","001D000000oINCsIAO","","","","","","","","","","","","","","","","","","","www.anz.com","","","Brisbane","005D0000001bIi2IAE","2011-08-15T04:49:58.000Z","00520000001VGeLAAW","2012-03-06T05:42:26.000Z","005D0000001bXCwIAM","2012-03-06T05:42:26.000Z","","","","","Client","Finance"
"001D000000j7v6sIAA","false","","Inhabit Group","","PO Box 18143","Melbourne","VIC","8003","","","","","Level 3, 246 Bourke Street","Melbourne","VIC","3000","","","","","+61 3 8669 2777","","www.inhabitgroup.com","","","Melbourne","005D0000001aGzhIAE","2011-08-15T07:00:21.000Z","005D0000001aGzhIAE","2014-04-15T23:06:31.000Z","005D0000001bIi2IAE","2014-04-15T23:06:31.000Z","","","","","Project consultant","Architecture and Design"
"001D000000j8JPLIA2","false","","Crowe Horwath","","Level 15
1 O'Connell Street","Sydney","NSW","2000","","","","","Level 15
1 O'Connell Street","Sydney","NSW","2000","","","","","+61 2 9262 2155","","www.crowehorwath.net.au","","","Sydney","005D0000001bPy2IAE","2011-08-19T01:12:04.000Z","00520000000wb6wAAA","2012-05-24T06:24:49.000Z","00520000000wb71AAA","2012-05-24T06:24:49.000Z","","","","","Other","Finance"
"001D000000j8JPpIAM","false","","PricewaterhouseCoopers","001D000000rtxE8IAI","P O Box 484","Port Moresby","","","Papua New Guinea","","","","6th Floor Credit House
Cuthbertson","Port Moresby","","","Papua New Guinea","","","","675 321 1500","675 321 1428","www.pwc.com.pg","","","Papua New Guinea","005D0000001bPy2IAE","2011-08-19T01:19:48.000Z","00520000000wb6wAAA","2012-06-19T06:03:16.000Z","005D0000001bPy2IAE","2012-06-19T06:03:16.000Z","","","","","Other","Finance"
"001D000000j8JQ4IAM","false","","POPULOUS","","GPO Box 5290","Brisbane","QLD","4001","","","","","Ground Floor
418 Adelaide Street","Brisbane","QLD","4000","","","","","+61 7 3839 9155","+61 7 3839 9188","populous.com","","","Brisbane","005D0000001bPy2IAE","2011-08-19T01:25:50.000Z","00520000000wb6wAAA","2011-12-06T23:24:10.000Z","005D0000001aI8pIAE","2011-12-06T23:24:10.000Z","","","","","Architect/Interior Designer","Architecture and Design"
"001D000000j8JQiIAM","false","","AEC Systems","","Level 1
255-259 Pacific Highway","North Sydney","NSW","2060","","","","","Level 1
255-259 Pacific Highway","North Sydney","NSW","2060","","","","","1300 368 609","1300 362 140","www.aecsystems.com.au","","","Sydney","005D0000001bPy2IAE","2011-08-19T01:50:44.000Z","00520000000wb6wAAA","2011-12-06T23:24:10.000Z","005D0000001aI8pIAE","2011-12-06T23:24:10.000Z","","","","","Other","Architecture and Design"
"001D000000j8JQxIAM","false","","Autodesk Australia Pty Ltd","","Level 5
11 Talavera Road","North Ryde","NSW","2113","","","","","Level 5
11 Talavera Road","North Ryde","NSW","2113","","","","","+61 2 9844 8000","+612 9844 8044","www.autodesk.com","","","Sydney","005D0000001bPy2IAE","2011-08-19T02:01:46.000Z","00520000000wb6wAAA","2011-12-06T23:24:10.000Z","005D0000001aI8pIAE","2011-12-06T23:24:10.000Z","","","","","Graphic/Industrial Designer","Architecture and Design"
"001D000000jLJExIAO","false","","Steve Brown Photography","","Suite 219
30/40 Harcourt Pde","Rosebery","NSW","2018","","","","","Suite 219
30/40 Harcourt Pde","Rosebery","NSW","2018","","","","","0418 658 220","","www.stevebrownphotography.com","","","Sydney","005D0000001bPy2IAE","2011-08-22T22:57:27.000Z","00520000000wb6wAAA","2011-12-06T23:24:10.000Z","005D0000001aI8pIAE","2011-12-06T23:24:10.000Z","","","","","Photographer","Architecture and Design"
"001D000000jLJQEIA4","false","","ICD Group","","PO Box 507","Acacia Ridge","QLD","4110","","","","","5 Iris Place","Acacia Ridge","QLD","4110","","","","","07 3712 6950","07 3712 6930","www.icdg.com.au","","","Brisbane","005D0000001bIi2IAE","2011-08-23T02:29:07.000Z","00520000001VGeLAAW","2011-11-07T04:31:12.000Z","005D0000001aI8pIAE","2011-11-07T04:31:12.000Z","","","","","Construction Company",""
"001D000000jLnAtIAK","false","","Thiess Services","","Locked Bag 2015","South Brisbane","Qld","4101","","","","","The Precinct 2 
Level 1 
10 Browning Street","West End","Qld","4101","","","","","07 3169 8300","07 3846 0678","www.thiess-services.com.au","","","West End, Brisbane","00520000000wlM6AAI","2011-08-24T06:32:39.000Z","00520000000wlM6AAI","2012-09-19T05:02:06.000Z","005D0000001bIi2IAE","2012-09-19T05:02:06.000Z","","","","","Construction Company;Project consultant","Resources;Transport and Infrastructure"
"001D000000jM68FIAS","false","","Greenroom Projects","","","","","","","","","","","","","","","","","","0419 769 100","","www.greenroomprojects.com.au","","","Brisbane","005D0000001bIi2IAE","2011-08-30T01:48:55.000Z","00520000001VGeLAAW","2011-11-07T04:31:12.000Z","005D0000001aI8pIAE","2011-11-07T04:31:12.000Z","","","","","",""
"001D000000jM6EPIA0","false","","MBM","","GPO Box 888","Brisbane","QLD","4001","","","","","Level 22, 333 Ann Street","Brisbane","QLD","4000","","","","","07 3234 8914","07 3221 7431","www.mbmpl.com.au","","","Brisbane","005D0000001bIi2IAE","2011-08-30T04:06:02.000Z","00520000001VGeLAAW","2011-11-07T04:31:12.000Z","005D0000001aI8pIAE","2011-11-07T04:31:12.000Z","","","","","Project consultant;Project Manager",""
"001D000000jMrI6IAK","false","","Breathe Architecture Pty Ltd","001D000000rOo2eIAC","Rear 151 Sydney Road","Brunswick","VIC","3056","","","","","Rear 151 Sydney Road","Brunswick","VIC","3056","","","","","03 9381 2007","03 9387 5006","www.breathe.com.au","","","Melbourne","005D0000001aGzhIAE","2011-09-07T05:53:00.000Z","005D0000001aGzhIAE","2012-05-29T06:42:08.000Z","005D0000001bXCwIAM","2012-05-29T06:42:08.000Z","","","","","Architect/Interior Designer","Architecture and Design"
"001D000000jMrPRIA0","false","","Christine Francis","001D000000rO0jCIAS","PO Box 12406
A'Beckett Street","Melbourne","VIC","8006","","","","","","","","","","","","","","","www.christinefrancis.com","","","Melbourne","005D0000001aGzhIAE","2011-09-07T07:10:07.000Z","005D0000001aGzhIAE","2012-06-13T04:33:00.000Z","005D0000001bXCwIAM","2012-06-13T04:33:00.000Z","","","","","Photographer","Architecture and Design"
"001D000000jMrPwIAK","false","","Design Guide Consultants Pty Ltd","001D000000ruCfrIAE","Level 2
169 Queen Street","Melbourne","VIC","3000","","","","","Level 2
169 Queen Street","Melbourne","VIC","3000","","","","","","03 9602 4805","","","Building Surveyors","Melbourne","005D0000001aGzhIAE","2011-09-07T07:18:35.000Z","005D0000001aGzhIAE","2012-06-21T02:14:53.000Z","005D0000001bXCwIAM","2012-06-21T02:14:53.000Z","","","","","Project consultant",""
"001D000000jMrUGIA0","false","","Enindico","001D000000ruD2mIAE","13 Gordon Avenue","Kew","VIC","3101","","","","","13 Gordon Avenue","Kew","VIC","3101","","","","","","","www.enindico.com.au","","","Melbourne","005D0000001aGzhIAE","2011-09-07T07:39:51.000Z","005D0000001aGzhIAE","2012-06-21T07:17:33.000Z","005D0000001bXCwIAM","2012-06-21T07:17:33.000Z","","","","","Business consultant","Finance;Resources"
"001D000000jMrWCIA0","false","","Fielders Steel Roofing","","9-13 Jesica Road","Campbellfield","VIC","3061","","","","","9-13 Jesica Road","Campbellfield","VIC","3061","","","","","03 9300 7700","03 9300 7799","www.fielders.com.au","","","Melbourne","005D0000001aGzhIAE","2011-09-07T07:47:33.000Z","005D0000001aGzhIAE","2011-09-07T07:47:33.000Z","005D0000001aGzhIAE","2011-09-07T07:47:33.000Z","","","","","Supplier","Architecture and Design"
"001D000000jN0EvIAK","false","","Gadens Lawyers","","GPO Box 48","Melbourne","VIC","3001","","","","","Level 25 Bourke Place
600 Bourke Street","Melbourne","VIC","3000","","","","","03 9252 2521","03 9252 2500","www.gadens.com.au","","","Melbourne","005D0000001aGzhIAE","2011-09-08T02:08:43.000Z","005D0000001aGzhIAE","2011-09-08T02:08:43.000Z","005D0000001aGzhIAE","2011-09-08T02:08:43.000Z","","","","","Business consultant","Legal"
"001D000000jN0JzIAK","false","","John Cooper Architecture","","Captial Tower
91 Waterloo Road","London","","SE1 8RT","UK","","","","Captial Tower
91 Waterloo Road","London","","SE1 8RT","UK","","","","+44 (0) 2031 700 820","","www.johncooperarchitecture.com","","","London","005D0000001aGzhIAE","2011-09-08T03:59:54.000Z","005D0000001aGzhIAE","2011-09-08T04:01:45.000Z","005D0000001aGzhIAE","2011-09-08T04:01:45.000Z","","","","","Architect/Interior Designer","Architecture and Design"
"001D000000jNJOiIAO","false","","Accuraco Pty Ltd","001D000000oIN5qIAG","Level 2
710 Collins Street","Docklands","VIC","3008","","","","","Level 2
710 Collins Street","Docklands","VIC","3008","","","","","03 9097 1730","03 9097 1750","www.accuraco.com","","","Melbourne","005D0000001aGzhIAE","2011-09-12T05:46:00.000Z","005D0000001aGzhIAE","2012-03-06T04:13:30.000Z","005D0000001bXCwIAM","2012-03-06T04:13:30.000Z","","","","","Project Manager",""
"001D000000jNTqzIAG","false","","Olsson Fire & Risk Pty Ltd","","Unit 10/440 Hampton St","Hampton","VIC","3188","","","","","Unit 10/440 Hampton St","Hampton","VIC","3188","","","","","","","www.olssonfire.com.au","","","Melbourne","005D0000001aGzhIAE","2011-09-12T23:51:56.000Z","005D0000001aGzhIAE","2011-09-13T00:01:27.000Z","005D0000001aGzhIAE","2011-09-13T00:01:27.000Z","","","","","",""
"001D000000jNrzlIAC","false","","Cardno","","Locked Bag 4006","Fortitude Valley","QLD","4006","","","","","Level 11
Green Square North Tower
515 St Pauls Terrace","Fortitude Valley","QLD","4006","","","","","07 3369 9822","07 3369 9722","www.cardno.com.au","","","Brisbane","005D0000001bIi2IAE","2011-09-15T05:56:25.000Z","00520000001VGeLAAW","2013-08-19T04:00:11.000Z","00520000000wlM6AAI","2014-04-23T07:19:10.000Z","","","","","Project consultant","Architecture and Design"
"001D000000jqJcBIAU","false","","John Laing","","Allington House
150 Victoria Street","London SW1E 5LB","","","United Kingdom","","","","Allington House
150 Victoria Street","London SW1E 5LB","","","United Kingdom","","","","+44 (0)20 7901 3200","+44 (0)20 7901 3520","www.laing.com","","","London","005D0000001aGzhIAE","2011-09-22T01:30:29.000Z","005D0000001aGzhIAE","2011-09-22T01:57:47.000Z","005D0000001aGzhIAE","2011-09-22T01:57:47.000Z","","","","","Project consultant","Government;Health;Transport and Infrastructure"
"001D000000jqJduIAE","false","","John Laing","","Level 14
Macquarie House
167 Macquarie St","Sydney","NSW","2000","","","","","Level 14
Macquarie House
167 Macquarie St","Sydney","NSW","2000","","","","","","","","","","Sydney","005D0000001aGzhIAE","2011-09-22T02:00:14.000Z","005D0000001aGzhIAE","2011-09-22T02:07:47.000Z","005D0000001aGzhIAE","2011-09-22T02:07:47.000Z","","","","","Project consultant","Government;Health;Transport and Infrastructure"
"001D000000jqJf1IAE","false","","John Laing","","Level 31
120 Collins St","Melbourne","VIC","3000","","","","","Level 31
120 Collins St","Melbourne","VIC","3000","","","","","","","","","","Melbourne","005D0000001aGzhIAE","2011-09-22T02:03:02.000Z","005D0000001aGzhIAE","2011-09-22T02:03:02.000Z","005D0000001aGzhIAE","2011-09-22T02:03:02.000Z","","","","","Project consultant","Government;Health;Transport and Infrastructure"
"001D000000jqJwlIAE","false","","Thiess Services","","Level 4, 15 - 17 Park St","South Melbourne","VIC","3205","","","","","","","","","","","","","(03) 9684 3333","","","","","Melbourne","005D0000001aGzhIAE","2011-09-22T06:40:43.000Z","005D0000001aGzhIAE","2011-09-22T06:41:41.000Z","005D0000001aGzhIAE","2011-09-22T06:41:41.000Z","","","","","",""
"001D000000jqYCuIAM","false","","Infrared Capital Partners","","","","","","","","","","","","","","","","","","","","","","","London","005D0000001aGzhIAE","2011-09-23T04:21:39.000Z","005D0000001aGzhIAE","2011-09-23T04:21:39.000Z","005D0000001aGzhIAE","2011-09-23T04:21:39.000Z","","","","","Project consultant","Government;Health;Transport and Infrastructure"
"001D000000kIQxtIAG","false","","SEED","","24 Ellesmere Street","Yeronga","Qld","4104","","","","","","","","","","","","","07 3113 3269","","www.seedengr.com","","","Brisbane","00520000000wlM6AAI","2011-10-10T01:59:44.000Z","00520000000wlM6AAI","2011-10-10T02:01:38.000Z","00520000000wlM6AAI","2011-10-10T02:01:38.000Z","","","","","Project consultant","Architecture and Design"
"001D000000kIffgIAC","false","","Plan A Project Management","","430 Little Collins Street","Melbourne","VIC","3000","","","","","430 Little Collins Street","Melbourne","VIC","3000","","","","","0448 817 129","03 9935 5200","","","","Melbourne","005D0000001aGzhIAE","2011-10-12T03:49:08.000Z","005D0000001aGzhIAE","2011-10-12T03:49:08.000Z","005D0000001aGzhIAE","2011-10-12T03:49:08.000Z","","","","","Project Manager",""
"001D000000kIg4SIAS","false","","Marsh","","555 Lonsdale Street","Melbourne","VIC","3000","Australia","","","","555 Lonsdale Street","Melbourne","VIC","3000","Australia","","","","03 9603 2222","03 9670 8581","www.marsh.com.au","","insurance broker and risk advisor","Melbourne","005D0000001aGzhIAE","2011-10-12T04:19:58.000Z","005D0000001aGzhIAE","2011-10-12T04:19:58.000Z","005D0000001aGzhIAE","2011-10-12T04:19:58.000Z","","","","","Other","Finance"
"001D000000kIgCUIA0","false","","Map","","78 St Kilda Road","St Kilda","VIC","3182","","","","","78 St Kilda Road","St Kilda","VIC","3182","","","","","03 8598 2200","03 8598 2211","www.mapinternational.com.au","","","Melbourne","005D0000001aGzhIAE","2011-10-12T05:52:18.000Z","005D0000001aGzhIAE","2011-10-12T05:52:18.000Z","005D0000001aGzhIAE","2011-10-12T05:52:18.000Z","","","","","Supplier","Retail"
"001D000000kIgD7IAK","false","","peckvonhartel","","Level 10,
267 Collins Street","Melbourne","VIC","3000","","","","","Level 10,
267 Collins Street","Melbourne","VIC","3000","","","","","03 9934 7333","03 9934 7300","www.pvh.com.au","","","Melbourne","005D0000001aGzhIAE","2011-10-12T06:00:13.000Z","005D0000001aGzhIAE","2011-10-12T06:00:13.000Z","005D0000001aGzhIAE","2011-10-12T06:00:13.000Z","","","","","Architect/Interior Designer","Architecture and Design"
"001D000000kIgDWIA0","false","","Johns Lyng Group","","1 Williamsons Road","Doncaster","VIC","3108","","","","","1 Williamsons Road","Doncaster","VIC","3108","","","","","03 9272 0000","03 9272 0099","johnslyng.com.au","","","Melbourne","005D0000001aGzhIAE","2011-10-12T06:08:26.000Z","005D0000001aGzhIAE","2011-10-12T06:08:26.000Z","005D0000001aGzhIAE","2011-10-12T06:08:26.000Z","","","","","Other","Property"
"001D000000kIgEyIAK","false","","Scotch College","","1 Morrison Street","Hawthorn","VIC","3122","","","","","1 Morrison Street","Hawthorn","VIC","3122","","","","","03 9810 4321","03 9810 4333","www.scotch.vic.edu.au","","","Melbourne","005D0000001aGzhIAE","2011-10-12T06:14:09.000Z","005D0000001aGzhIAE","2011-10-12T06:14:09.000Z","005D0000001aGzhIAE","2011-10-12T06:14:09.000Z","","","","","School","Education"
"001D000000kIgGGIA0","false","","Ringwood Secondary College","","Bedford Road","Ringwood","VIC","3134","","","","","Bedford Road","Ringwood","VIC","3134","","","","","03 9870 2002","03 9879 5414","www.ringwoodsc.vic.edu.au","","","Melbourne","005D0000001aGzhIAE","2011-10-12T06:21:03.000Z","005D0000001aGzhIAE","2011-10-12T06:21:03.000Z","005D0000001aGzhIAE","2011-10-12T06:21:03.000Z","","","","","School","Education"
"001D000000kIiidIAC","false","","Victorian College of the Arts Secondary School","","57 Miles Street","Southbank","VIC","3006","Australia","","","","57 Miles Street","Southbank","VIC","3006","Australia","","","","03 8644 8644","03 8644 8699","www.vcass.vic.edu.au","","","Melbourne","005D0000001aGzhIAE","2011-10-12T22:49:26.000Z","005D0000001aGzhIAE","2011-10-12T22:49:26.000Z","005D0000001aGzhIAE","2011-10-12T22:49:26.000Z","","","","","School","Education"
"001D000000kIij8IAC","false","","Vertilux","","65 Assembly Drive","Tullamarine","Victoria","3043","Australia","","","","65 Assembly Drive","Tullamarine","Victoria","3043","Australia","","","","03 9330 1577","03 9338 3414","http://vertilux.com.au/","","Blind and window covering manufacturer","Melbourne","005D0000001aGzhIAE","2011-10-12T23:35:46.000Z","005D0000001aGzhIAE","2011-10-12T23:35:46.000Z","005D0000001aGzhIAE","2011-10-12T23:35:46.000Z","","","","","Supplier","Retail"
"001D000000kIikAIAS","false","","L'Oréal Melbourne Fashion Festival","","PO Box 18027","Collins Street East","Victoria","8003","Australia","","","","Level 2,
175 Flinders Lane","Melbourne","Victoria","3000","Australia","","","","03 9654 5599","03 9654 9679","www.lmff.com.au","","","Melbourne","005D0000001aGzhIAE","2011-10-12T23:19:39.000Z","005D0000001aGzhIAE","2011-10-12T23:19:39.000Z","005D0000001aGzhIAE","2011-10-12T23:19:39.000Z","","","","","Other","Other"
"001D000000kIilrIAC","false","","Stone","","10 Daniel Drive","Carrum Downs","VIC","3201","Australia","","","","10 Daniel Drive","Carrum Downs","VIC","3201","Australia","","","","03 8770 6007","03 9776 4591","www.stoneoutdoors.com.au","","Outdoor paving","Melbourne","005D0000001aGzhIAE","2011-10-12T23:39:45.000Z","005D0000001aGzhIAE","2011-10-12T23:39:45.000Z","005D0000001aGzhIAE","2011-10-12T23:39:45.000Z","","","","","Supplier","Retail"
"001D000000l3TxJIAU","false","","Australian Radiation Services","001D000000oJY3SIAW","","","","","","","","","","","","","","","","","03 9877 4898","","","","Radiation","Melbourne","005D0000001aGzhIAE","2011-10-31T01:28:14.000Z","005D0000001aGzhIAE","2012-03-13T05:05:42.000Z","005D0000001bXCwIAM","2012-03-13T05:05:42.000Z","","","","","Project consultant","Health"
"001D000000l3UN8IAM","false","","G10","","","","","","","","","","","","","","","","","","03 5427 3506","","","","","","005D0000001aGzhIAE","2011-10-31T01:14:59.000Z","005D0000001aGzhIAE","2011-10-31T01:14:59.000Z","005D0000001aGzhIAE","2011-10-31T01:14:59.000Z","","","","","","Health"
"001D000000l3UNxIAM","false","","Avi Pro","001D000000oJY46IAG","","","","","","","","","","","","","","","","","02 6654 8071","","","","","","005D0000001aGzhIAE","2011-10-31T01:30:31.000Z","005D0000001aGzhIAE","2012-03-13T05:17:48.000Z","005D0000001bXCwIAM","2012-03-13T05:17:48.000Z","","","","","",""
"001D000000l3UOKIA2","false","","Deloitte Touche Tohmatsu","001D000000ruCa3IAE","","Melbourne","VIC","","","","","","","","","","","","","","","","","","","Melbourne","005D0000001aGzhIAE","2011-10-31T00:52:37.000Z","005D0000001aGzhIAE","2012-06-21T00:32:08.000Z","005D0000001bXCwIAM","2012-06-21T00:32:08.000Z","","","","","",""
"001D000000l3UPXIA2","false","","PKF Australia","","Level 10, 1 Margaret Street","Sydney","NSW","2000","","","","","Level 10, 1 Margaret Street","Sydney","NSW","2000","","","","","02 9251 4100","02 9240 9821","www.pkf.com.au","","Chartered Accountants & Business Advisors","Sydney","005D0000001aGzhIAE","2011-10-31T01:01:05.000Z","005D0000001aGzhIAE","2011-10-31T01:04:39.000Z","005D0000001aGzhIAE","2011-10-31T01:04:39.000Z","","","","","Business consultant","Finance"
"001D000000l3UQGIA2","false","","Professional Risk Solutions","","","","","","","","","","","","","","","","","","03 9852 8715","","","","","Melbourne","005D0000001aGzhIAE","2011-10-31T01:06:24.000Z","005D0000001aGzhIAE","2011-10-31T01:06:24.000Z","005D0000001aGzhIAE","2011-10-31T01:06:24.000Z","","","","","Business consultant","Finance"
"001D000000l3USTIA2","false","","Karen Ward Artist","","","","","","","","","","","","","","","","","","03 5443 6772","","","","","","005D0000001aGzhIAE","2011-10-31T01:26:28.000Z","005D0000001aGzhIAE","2011-10-31T01:26:28.000Z","005D0000001aGzhIAE","2011-10-31T01:26:28.000Z","","","","","",""
"001D000000l3UXsIAM","false","","Avido Consulting","001D000000oJY41IAG","","","","","Norway","","","","","","","","","","","","","","","","","Norway","005D0000001aGzhIAE","2011-10-31T02:37:41.000Z","005D0000001aGzhIAE","2012-03-13T05:15:31.000Z","005D0000001bXCwIAM","2012-03-13T05:15:31.000Z","","","","","",""
