,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1,VisionClientID,EpicorCustomerID,ClientNumber,Name,Type,Status,WebSite,Memo,CurrentStatus,ClientInd,VendorInd,LinkedVendor,VisionClientAddressID,AddressDescription,Address2,Address3,Address4,City,State,Zip,Country,Phone,FAX,GoogleAddress,GooglePhone,googleExtras,googled
1008,1008,1008,1008,ADMIN486509638875,12WENT20,982,12 Wentworth Selbourne Chamber,,A,,,Existing,Y,N,,86F52D63-6295-4E83-8E57-652963589D9D,Default,,,,Sydney,NSW,,AU,292324016,,,,,
1009,1009,1009,1009,ADMIN486509638876,TRESSC20,983,Tresscox,,A,,,Existing,Y,N,,7713BE70-1E2B-49B0-BC2C-5C51D7B1BB85,Default,,,,Sydney,NSW,2001,AU,292289213,,,,,
1010,1010,1010,1010,ADMIN486509638877,OAKSTA20,986,Oakstand,,A,,,Existing,Y,N,,B512DF94-D703-48C0-88DD-4E8FD48728FD,Default,503-505 Kent Street,,,sydney,NSW,,AU,292676755,,,,,
1011,1011,1011,1011,ADMIN486509638878,SESIAH20,1005,South Eastern Sydney Illawarra,,A,,,Existing,Y,N,,E518AD67-D5B3-44F7-9BB0-35284A19912E,Default,,,,Sydney,NSW,,AU,,,,,,
1012,1012,1012,1012,ADMIN486509638879,DEXUSP10,1022,Dexus Property Group,,A,,,Existing,Y,N,,450ED10C-2B78-4FFD-B307-60567F0E5C87,Default,343 George Street,,,Sydney,NSW,2000,AU,,,,,,
1013,1013,1013,1013,ADMIN486509638880,AMAHOL10,1044,Amalgamated Holdings Limited,,A,,,Existing,Y,N,,B58575FB-5824-4C55-8DFA-E6B87229AAF8,Default,227 Elizabeth Street,,,Sydney,NSW,2000,AU,,,,,,
1014,1014,1014,1014,ADMIN486509638881,DEDICO20,1092,Dedico,,A,,,Existing,Y,N,,4A7EEEF3-1CBD-4288-9662-193F4A1E4AE6,Default,,,,Sydney,NSW,,AU,,,,,,
1015,1015,1015,1015,ADMIN486509638882,GPTMGT40,1101,GPT Management,,A,,,Existing,Y,N,,82FC0804-C033-4354-A0E6-4DF7AB71B43B,Default,MLC Centre,19 Martin Place,,Sydney,NSW,,AU,739921181,,,,,
1016,1016,1016,1016,ADMIN486509638883,UNEWEN10,1134,University of New England,,I,,,Existing,Y,N,,158CAC59-B623-4BB5-AFE1-E46DD93A8F07,Default,333 George Street,,,Sydney,NSW,,AU,292997045,,,,,
1017,1017,1017,1017,ADMIN486509638884,UNEWEN20,1135,University of New England,,A,,,Existing,Y,N,,3EBEE7A4-5FB7-4B84-BC0F-E9E8B9BA3E38,Default,333 George Street,,,Sydney,NSW,,AU,292997045,,,,,
1018,1018,1018,1018,ADMIN486509638885,CRONEP20,1140,Crone Partners,,A,,,Existing,Y,N,,A0E3662E-4650-405E-A421-0FDECF15AA02,Default,364 Kent Street,,,Sydney,NSW,,AU,282955300,282955301,,,,
1019,1019,1019,1019,ADMIN486509638886,SEEHOS20,1144,SEEHO SU,,A,,,Existing,Y,N,,B9D9D5B7-3247-4E33-A6D9-43E74266E4F7,Default,1 Marys Place,Surry Hills,,Sydney,NSW,2010,AU,797000202,,,,,
1020,1020,1020,1020,ADMIN486509638887,RJLEES20,1165,R J lee,,A,,,Existing,Y,N,,C4300462-8E21-4B3A-B353-6B1975E34B79,Default,117/148 Golburn Street,,,Sydney,NSW,,AU,,,,,,
1021,1021,1021,1021,ADMIN486509638888,PWCBRO10,1175,PWC/Brisbane Broncos,,A,,,Existing,Y,N,,F7D563E9-2058-4339-99C2-5088F6F07FA9,Default,,,,Sydney,NSW,,AU,413605749,,,,,
1022,1022,1022,1022,ADMIN486509638889,PRODIS20,1179,Property Display Centre Lumier,,A,,,Existing,Y,N,,02D69319-77B0-4972-8244-C37A7660D5DA,Default,,,,Sydney,NSW,,AU,412121414,,,,,
1023,1023,1023,1023,ADMIN486509638890,EBITSY20,1183,Ebit,,A,,,Existing,Y,N,,A15EE837-54D4-4716-837A-542196731326,Default,,,,Sydney,NSW,2000,AU,,,,,,
1024,1024,1024,1024,ADMIN486509638891,MECONE20,1191,Mecone,,A,,,Existing,Y,N,,08E81594-17ED-4CA2-B21B-B5E14FBB44BF,Default,185 Elizabeth Street,,,Sydney,NSW,,AU,286678668,280796656,,,,
1025,1025,1025,1025,ADMIN486509638892,CITRIX20,1195,Citrix,,A,,,Existing,Y,N,,1FA5D2B6-229C-43F8-B55C-313114B18FB6,Default,,,,Sydney,NSW,,AU,,,,,,
1026,1026,1026,1026,ADMIN486509638893,HARBOR20,1200,Harbord Diggers,,A,,,Existing,Y,N,,9B0D82D5-CAAA-41AC-AAEC-7F42DAB9C725,Default,Level 23,Darling Park Tower 2,201 Sussex Street,Sydney,NSW,2000,AU,282339900,,,,,
1027,1027,1027,1027,ADMIN486509638894,DEPEDU20,1207,Dept of Education & Communitie,,A,,,Existing,Y,N,,2A5A4BA6-F710-489D-B2D2-FBF9D5FE5453,Default,,,,Sydney,NSW,2001,AU,295618393,,,,,
1028,1028,1028,1028,ADMIN486509638895,MINTER20,1217,Minter Ellison,,A,,,Existing,Y,N,,C569E2F0-01B8-4C4F-9DA3-A471C433EAD5,Default,88 Phillip Street,,,Sydney,NSW,2000,AU,299218700,,,,,
1029,1029,1029,1029,ADMIN486509638896,FRASER20,1219,Frasers Property,,A,,,Existing,Y,N,,065BA9E7-4C07-48EB-B31B-62F28A356246,Default,101 Bathurst Street,,,Sydney,NSW,,AU,292638888,,,,,
1030,1030,1030,1030,ADMIN486509638897,GEOKAR10,1225,GEOKAR10,,A,,,Existing,Y,N,,E07019F8-21FA-44AA-9265-CDCC94172357,Default,Surry Hills,,,Sydney,NSW,2010,AU,416112183,,,,,
1031,1031,1031,1031,ADMIN486509638898,WANDAS20,1226,WANDAS20,,A,,,Existing,Y,N,,DFFFC92B-DC10-4366-9397-FAB290798783,Default,,,,sydney,NSW,,AU,861085853437,,,,,
1032,1032,1032,1032,ADMIN486509638899,GOOGLE20,1229,Google,,A,,,Existing,Y,N,,564657E3-4A01-48D1-BB69-AEE53DD3C30A,Default,14 Martin Place,,,Sydney,NSW,,AU,292477999,,,,,
1033,1033,1033,1033,ADMIN486509638900,SEVENW20,1233,Seven Wentworth North Pty Ltd,,A,,,Existing,Y,N,,624A9C66-922A-469A-B7E9-CE31ADFEBD5C,Default,Level 34,126 Philip Street,,Sydney,NSW,2000,AU,,,,,,
1034,1034,1034,1034,ADMIN486509638901,HALLAN20,1234,Andrew Hall,,A,,,Existing,Y,N,,FE76FD3E-8582-4672-AECE-C8B791B3B331,Default,99 Macquarie Street,,,Sydney,NSW,2000,AU,425299704,,,,,
1035,1035,1035,1035,ADMIN486509638902,ARUPSY20,1236,ARUP,,A,,,Existing,Y,N,,27A5AEED-4099-4032-8602-3469F87AE8EC,Default,201 Kent Street,,,Sydney,NSW,2000,AU,,,,,,
1036,1036,1036,1036,ADMIN486509638903,HENDAV20,1243,Henry Davis York,,A,,,Existing,Y,N,,BDCE34EA-A406-462D-88F5-0A76A0164B6C,Default,,,,Sydney,NSW,2000,AU,02 99476000,,,,,
1037,1037,1037,1037,ADMIN486509638904,HWLEBS20,1244,HWL Ebsworth,,A,,,Existing,Y,N,,1356827C-83BC-4B56-AE5F-0065839448A6,Default,Australia Square,264-278 George Street,,Sydney,NSW,2000,AU,293348555,,,,,
1038,1038,1038,1038,ADMIN486509638905,URBANP20,1250,Urban Pty Ltd,,A,,,Existing,Y,N,,CC98BB3F-EC44-4103-950B-0A41FC9E24A5,Default,Level 4,220 George Street,,Sydney,NSW,2000,AU,,,,,,
1039,1039,1039,1039,ADMIN486509638906,TOPLAC20,1251,Toplace,,A,,,Existing,Y,N,,E59D1F1E-EC08-40A0-AF67-31DAC80D72D2,Default,,,,Sydney,NSW,2000,AU,414730842,,,,,
1040,1040,1040,1040,ADMIN486509638907,CITYST20,1260,City State Property,,A,,,Existing,Y,N,,B6CE6A71-13FA-4356-9F18-EF98AA7DDE8F,Default,,,,Sydney,NSW,,AU,421058200,,,,,
1041,1041,1041,1041,ADMIN486509638908,GDIPRO10,1272,GDI Property Group,,A,,,Existing,Y,N,,8B6F1BD0-FD9B-4AC5-9927-62399917B184,Default,56 Pitt Street,,,Sydney,NSW,2000,AU,,,,,,
1042,1042,1042,1042,ADMIN486509638909,FOOTFE20,657,Football Federation,,A,,,Existing,Y,N,,63F59393-E0F9-4611-904B-DEDA7FD8699F,Default,,,,Sydney South,NSW,1235,AU,,,,,,
1043,1043,1043,1043,ADMIN486509638910,VODANZ20,1108,Vodafone NZ,,A,,,Existing,Y,N,,70D0E421-7984-432E-8959-61593AB0091A,Default,Smales Farm,,,Takapuna,,,NZ,,,,,,
1044,1044,1044,1044,ADMIN486509638911,MIDELL20,245,Midell Developments,,A,,,Existing,Y,N,,3B9EAAE2-7430-44BC-8FE7-A095BE1E8327,Default,,,,Teneriffe,QLD,4005,AU,,,,,,
1045,1045,1045,1045,ADMIN486509638912,BRYDEN10,514,Shelia Bryden,,A,,,Existing,Y,N,,DC9AA1A3-FA95-4CBA-9DE2-71460FB9CF62,Default,,,,Teneriffe,,,AU,732528168,,,,,
1046,1046,1046,1046,ADMIN486509638913,NBCSED20,786,NBCS,,A,,,Existing,Y,N,,70115777-4F2C-45C5-8D18-605B504E0B57,Default,,,,Terry Hills,,2084,AU,294501311,,,,,
1047,1047,1047,1047,ADMIN486509638914,FURNAC20,364,The Furnace,,A,,,Existing,Y,N,,FDDC83DD-9495-43FB-9DF7-913D7E315299,Default,121 Harrington Street,,,The Rocks,,2000,AU,282485007,,,,,
1048,1048,1048,1048,ADMIN486509638915,BEMBTO30,527,British Embassy Tokyo,,A,,,Existing,Y,N,,1C7C2515-7FA5-4DE9-9EBA-90762E8A231E,Default,,,,Tokyo,,,JP,,,,,,
1049,1049,1049,1049,ADMIN486509638916,PAGEKI10,212,Page Kirkland,,A,,,Existing,Y,N,,DD264A3F-5541-411A-B365-291CBBFCB5B2,Default,,,,Toowong,QLD,4066,AU,,,,,,
1050,1050,1050,1050,ADMIN486509638917,JOHNHO10,325,John Holland Group,,A,,,Existing,Y,N,,393AB41D-13A3-4818-8BAC-EA5399669FB2,Default,,,,Toowong,,4060,AU,733683144,733684028,,,,
1051,1051,1051,1051,ADMIN486509638918,CAVALA20,479,Angelo Cavallaro & Marge Rich,,A,,,Existing,Y,N,,04251881-4FD7-415C-BF38-F827D6BF341A,Default,,,,Toowong,QLD,4066,AU,,,,,,
1052,1052,1052,1052,ADMIN486509638919,BASSET10,554,Bassett Consulting Engineers,,A,,,Existing,Y,N,,52F4084E-20FA-41EF-A035-C191D7BE3CC9,Default,,,,Toowong,QLD,4066,AU,,,,,,
1053,1053,1053,1053,ADMIN486509638920,HUTCHI10,720,Hutchinson Builders,,A,,,Existing,Y,N,,AA254CA8-F834-44F0-8EB8-2E62CD1E3E05,Default,,,,Toowong,,,AU,733355000,,,,,
1054,1054,1054,1054,ADMIN486509638921,OILLTD10,1132,Oil Search Limited,,A,,,Existing,Y,N,,1AA0EF92-AF14-4568-8078-151262D4E84A,Default,,,,Toowong,,,AU,,,,,,
1055,1055,1055,1055,ADMIN486509638922,CATHOL10,740,Toowoomba Catholic Diocesan Ar,,A,,,Existing,Y,N,,A8026F02-BD0C-4F26-AA11-4451FA572034,Default,,,,Toowoomba,,4350,AU,,,,,,
1056,1056,1056,1056,ADMIN486509638923,UNISQD10,984,University of Southern Qld,,A,,,Existing,Y,N,,077C04A2-B325-4F1D-BD94-C7E9E286C358,Default,,,,Toowoomba,,,AU,,,,,,
1057,1057,1057,1057,ADMIN486509638924,WAGNER10,1051,Wagners CFT,,A,,,Existing,Y,N,,5B4217BA-DA14-4AAB-9158-93D080043EE6,Default,,,,Toowoomba,,4350,AU,,,,,,
1058,1058,1058,1058,ADMIN486509638925,RUSTRU20,1177,Rustrum Pty Ltd,,A,,,Existing,Y,N,,3FADA7D2-2458-4FD1-B178-EDEBC9C25FF7,Default,,,,Toukley,NSW,2263,AU,418495741,,,,,
1059,1059,1059,1059,ADMIN486509638926,HARPER20,1090,Harper & Co,,A,,,Existing,Y,N,,13DE2274-716D-4770-9394-1931AB9D19E0,Default,,,,Tourley,NSW,2263,AU,,,,,,
1060,1060,1060,1060,ADMIN486509638927,MAUNSE10,261,maunsell,,A,,,Existing,Y,N,,54F5D9C5-54D3-4DAF-842C-4A48075B7A51,Default,,,,Townsville,QLD,4814,AU,747295500,747295599,,,,
1061,1061,1061,1061,ADMIN486509638928,JCKUNI10,321,James Cook University,,A,,,Existing,Y,N,,FBBD7A17-0EF0-4B7C-958D-7469FC950A51,Default,,,,Townsville,QLD,,AU,,,,,,
1062,1062,1062,1062,ADMIN486509638929,CARSNQ10,484,Carson Group,,A,,,Existing,Y,N,,3AFDDD44-216F-40AF-950A-62F3BC8FE077,Default,,,,Townsville,QLD,4810,AU,,,,,,
1063,1063,1063,1063,ADMIN486509638930,JEZZIN10,752,Jezzine Barracks Redevelopment,,A,,,Existing,Y,N,,7B3B8D59-794F-42A4-87FB-3447B07FF5D6,Default,,,,Townsville,QLD,4810,AU,747713005,,,,,
1064,1064,1064,1064,ADMIN486509638931,CARMIC20,847,Adam and Daniella Carmichael,,A,,,Existing,Y,N,,4714AE62-8A14-4B64-8C58-20D2618D602F,Default,,,,Townsville,QLD,,AU,0417 733432,,,,,
1065,1065,1065,1065,ADMIN486509638932,JAMESC10,911,James Cook University,,A,,,Existing,Y,N,,061B86CF-706D-4AB1-AFA7-0D0B0725C7CC,Default,,,,Townsville,QLD,4800,AU,,,,,,
1066,1066,1066,1066,ADMIN486509638933,TRIEST20,1213,Azienda Opsedaliero Uni Trieste,,A,,,Existing,Y,N,,4DC4F70C-ADA5-4347-BD5A-93CABB059FE6,Default,via Del Farneto 3,,,Trieste,,,IT,390403992303,,,,,
1067,1067,1067,1067,ADMIN486509638934,SCHIAV40,179,Schiavello Pty Ltd,,A,,,Existing,Y,N,,A2FBBE84-37C6-4C00-940A-6CAC824C512E,Default,,,,Tullamarine,VIC,3043,AU,,,,,,
1068,1068,1068,1068,ADMIN486509638935,QANTAS40,644,Qantas Property Development,,A,,,Existing,Y,N,,AA13320D-B48B-4803-9FA3-34C1683ED64F,Default,,,,Tullamarine,,,AU,,,,,,
1069,1069,1069,1069,ADMIN486509638936,CARDNO10,1107,Cardno HRP,,A,,,Existing,Y,N,,C37DC364-451C-403F-9897-1A258EB962EA,Default,Green Square North,515 St Pauls Terrace,,Valley,,,AU,733699822,,,,,
1070,1070,1070,1070,ADMIN486509638937,RPSGRP10,777,RPS Group,,A,,,Existing,Y,N,,24A279DC-6E62-4EEB-BADA-3B53DC6CBF15,Default,240 Varsity Lakes,,,Varsity Lakes,,,AU,756575123,,,,,
1071,1071,1071,1071,ADMIN486509638938,MARCOP20,279,Marco Polo S R L,,A,,,Existing,Y,N,,7021DE97-602E-43AE-B539-69990689A313,Default,,,,Venice,,,IT,,,,,,
1072,1072,1072,1072,ADMIN486509638939,CHSTUR20,470,Charles Sturt University,,A,,,Existing,Y,N,,E28B6726-C35E-4AFB-8A30-66C0F1ABC3BD,Default,Boorooma Street,,,Wagga Wagga,,2678,AU,269332265,,,,,
1073,1073,1073,1073,ADMIN486509638940,STURTS20,741,Charles Sturt University,,A,,,Existing,Y,N,,CEA55F44-04D2-4CE6-B3A2-3E0057BD8935,Default,,,,Wagga Wagga,NSW,,AU,269334347,,,,,
1074,1074,1074,1074,ADMIN486509638941,KNOXGS,1184,Knox Grammar School,,A,,,Existing,Y,N,,F8FEF865-8259-463F-A84E-E6308378DFF5,Default,,,,Wahroonga,NSW,2076,AU,,,,,,
1075,1075,1075,1075,ADMIN486509638942,HHISPA10,1065,Health & HIV Implementation Svcs,,A,,,Existing,Y,N,,DB66A352-731B-4B6B-A2BF-EE1B7D9BF961,Default,,,,Waigani,,,AU,6753238585,,,,,
1076,1076,1076,1076,ADMIN486509638943,PARKVI10,216,Parkview Group,,A,,,Existing,Y,N,,3459E1C1-5633-4C07-8240-9F5A548619AB,Default,23 Hickson Road,,,Walsh Bay,,2000,AU,,,,,,
1077,1077,1077,1077,ADMIN486509638944,BORROW30,505,Borrowdale House Pty Ltd,,A,,,Existing,Y,N,,757AF85C-9555-42FB-B781-31DC0B4601E3,Default,,,,Wanniassa,ACT,,AU,262317413,,,,,
1078,1078,1078,1078,ADMIN486509638945,YOUNGW20,874,Young Wright Architects,,A,,,Existing,Y,N,,E77C18A9-5DD1-439C-8A5E-3B855D0659FB,Default,,,,Wanniassa,,2903,AU,02 6231 4713,,,,,
1079,1079,1079,1079,ADMIN486509638946,BAWBAW40,831,Baw Baw,,A,,,Existing,Y,N,,287C9FC0-DCC4-4EA1-88A0-A0FEA434FC27,Default,,,,Warragul,,3820,AU,262424411,,,,,
1080,1080,1080,1080,ADMIN486509638947,CITCAS40,1158,City of Casey,,A,,,Existing,Y,N,,C366A962-D0EA-4A93-BA77-358289426947,Default,,,,Warre Warren,VIC,,AU,,,,,,
1081,1081,1081,1081,ADMIN486509638948,WILKAP20,29,Wilkhahn (Asia Pacific) P L,,A,,,Existing,Y,N,,B561B588-AA3D-48ED-9366-ABBBFFC84F90,Default,,,,Waterloo,NSW,2017,AU,,,,,,
1082,1082,1082,1082,ADMIN486509638949,SKYFPP20,97,Sky Film Production Pty Ltd,,A,,,Existing,Y,N,,14F0AC36-C8DE-4A76-9E85-7C5FBBAA5C0F,Default,,,,Waterloo,NSW,2017,AU,,,,,,
1083,1083,1083,1083,ADMIN486509638950,DEVELC20,399,Develco,,A,,,Existing,Y,N,,566B5374-BDFA-461B-9CCB-59F76466C35C,Default,,,,Waterloo,,2017,AU,296973666,296973699,,,,
1084,1084,1084,1084,ADMIN486509638951,AUSURB20,1267,Australian Urban Projects,,A,,,Existing,Y,N,,24B552D5-8362-4C5D-819F-573892A4FA40,Default,904 Bourke Street,,,Waterloo,,2017,AU,,,,,,
1085,1085,1085,1085,ADMIN486509638952,TORNEY20,843,Torney Williams Residence,,A,,,Existing,Y,N,,A5C5331A-A6B2-4D44-BA3D-AB64FC485C80,Default,,,,Waverton,,,AU,,,,,,
1086,1086,1086,1086,ADMIN486509638953,MINHEA20,1061,Ministry of Health,,A,,,Existing,Y,N,,5A39D46F-42E7-4AAC-B369-26C03F7F8C24,Default,,,,Wellington,,,NZ,+64 4 816 2307,,,,,
1087,1087,1087,1087,ADMIN486509638954,MFATSY20,1133,Ministry for Foreign Affairs and Trade,,A,,,Existing,Y,N,,B09D2EA6-E7AF-44D6-BB25-36BCB72E9601,Default,,,,Wellington,NSW,,AU,,,,,,
1088,1088,1088,1088,ADMIN486509638955,MGRPRO20,1189,MGR Property & Planning,,A,,,Existing,Y,N,,9E802CEA-619D-4B03-868C-7547AE30BAA4,Default,,,,Wellington,,,NZ,+64 4 385 5100,,,,,
1089,1089,1089,1089,ADMIN486509638956,ABIGRP20,1013,Abi Group,,A,,,Existing,Y,N,,5C4E9348-5193-4FC5-B0F8-8B55FC01FB1D,Default,,,,West Chatswood,,1515,AU,,,,,,
1090,1090,1090,1090,ADMIN486509638957,STOCKW10,109,Stockwell Developments,,A,,,Existing,Y,N,,4E026702-EB12-41CD-8157-DC855740AEB7,Default,,,,West End,,4101,AU,730046888,730046899,,,,
1091,1091,1091,1091,ADMIN486509638958,SCOTLA10,746,Royal Bank of Scotland,,A,,,Existing,Y,N,,3AACA439-8830-42F8-B7FC-578996CA5131,Default,,,,West End,,,AU,282595000,,,,,
1092,1092,1092,1092,ADMIN486509638959,ISVSYD20,799,Independant Schools Victoria,,A,,,Existing,Y,N,,4D78B9A4-DF21-4AE6-999A-C9344A22033A,Default,,,,West Melbourne,VIC,,AU,398257226,,,,,
1093,1093,1093,1093,ADMIN486509638960,LEIGTN20,842,Leighton Contractors,,A,,,Existing,Y,N,,A304510F-AB75-43B2-9BA5-FEA95077086D,Default,,,,West Perth,WA,,AU,893276326,,,,,
1094,1094,1094,1094,ADMIN486509638961,KIDSIN20,1242,Kids Research Instititue,,A,,,Existing,Y,N,,7557BD15-6050-47B8-80DA-B1AC2A930E91,Default,,,,Westmead,,2145,AU,,,,,,
1095,1095,1095,1095,ADMIN486509638962,WHYALL10,1099,Whyalla Airport,,A,,,Existing,Y,N,,EA8A6BDD-5B90-4F99-9C31-16644AE3B020,Default,,,,Whyalla,,,AU,,,,,,
1096,1096,1096,1096,ADMIN486509638963,THINKB20,871,Think Brick Australia,,A,,,Existing,Y,N,,FC61708D-425D-4CCF-8C69-DF1BB8881D23,Default,,,,Willougby,,2068,AU,02 8962 9500,,,,,
1097,1097,1097,1097,ADMIN486509638964,SILVAP10,91,Silva Park Developments Pty Ltd,,A,,,Existing,Y,N,,FA9E4F60-C0CE-4329-85C6-D75F0C9A8AFA,Default,,,,Wilston,,4051,AU,,,,,,
1098,1098,1098,1098,ADMIN486509638965,GOLDBU10,1038,Jim & Jenny Goldburg,,A,,,Existing,Y,N,,3A208AEB-D42E-4BCD-9916-8070EEE2A1CE,Default,,,,Wilston,,4051,AU,,,,,,
1099,1099,1099,1099,ADMIN486509638966,LENNOX10,290,Lennox Ailsa & Doug,,A,,,Existing,Y,N,,9FCC632B-9E8A-47DC-A54A-C3BA06A16394,Default,121 Newmarket Road,,,Windsor,,4030,AU,738575588,738576100,,,,
1100,1100,1100,1100,ADMIN486509638967,UNIMAN40,1088,University of Manitoba,,A,,,Existing,Y,N,,0E43CFB1-087E-4CD3-BE00-993022EAC4CC,Default,,,,Winnipeg,,,AU,,,,,,
1101,1101,1101,1101,ADMIN486509638968,JGSERV30,322,J G Services Pty Ltd,,A,,,Existing,Y,N,,870885B2-891E-4226-975B-EA2014D8F7B8,Default,,,,Woden,ACT,2606,AU,,,,,,
1102,1102,1102,1102,ADMIN486509638969,CANBHF30,496,Canberra Hospital Facilities,,A,,,Existing,Y,N,,A5496ECE-51A6-45EB-A8B1-A33D9B73F939,Default,,,,Woden,ACT,2606,AU,,,,,,
1103,1103,1103,1103,ADMIN486509638970,BURAND10,518,Buranda Properties Pty Ltd,,A,,,Existing,Y,N,,5ED8B5E3-14A8-4336-94BE-1F58A29A0840,Default,,,,Woollongabba,,4102,AU,733982600,733982630,,,,
1104,1104,1104,1104,ADMIN486509638971,WTRUST20,610,Woollongong Stadium Trust,,A,,,Existing,Y,N,,0CF906DD-498B-4698-B928-499EDE329E53,Default,,,,Woollongong,,2520,AU,,,,,,
1105,1105,1105,1105,ADMIN486509638972,SCREEN20,1124,Screen Australia,,A,,,Existing,Y,N,,EDB16894-613E-4FF9-B8E4-EAD2C1463DCC,Default,150 William Street,,,Woolloomooloo,,2011,AU,281131033,,,,,
1106,1106,1106,1106,ADMIN486509638973,STADIU10,810,Stadiums Queensland,,A,,,Existing,Y,N,,5615F968-FD12-409C-B616-59E369C1E9D3,Default,411 Vulture Street,,,Woolloongabba,,4,AU,730086106,,,,,
1107,1107,1107,1107,ADMIN486509638974,MEDLAN20,947,Medland Metropolis,,A,,,Existing,Y,N,,375D8140-E9DF-4EDF-BA48-67707A70EDD6,Default,,,,Woolloongabba,,,AU,733919800,,,,,
1108,1108,1108,1108,ADMIN486509638975,MEDLAN10,948,Medland Metropolis,,A,,,Existing,Y,N,,CF65C940-CC6C-42EA-8D68-8658A244D354,Default,,,,Woolloongabba,,,AU,733919800,,,,,
1109,1109,1109,1109,ADMIN486509638976,LOWESD20,274,Danita Lowes & David Fite,,A,,,Existing,Y,N,,AD280C5A-F7BF-4A48-9111-ACE166F2490B,Default,,,,Woolwich,NSW,2110,AU,,,,,,
1110,1110,1110,1110,ADMIN486509638977,PORTBR10,149,Port Of Brisbane Corporation,,A,,,Existing,Y,N,,4304426B-9623-4F54-BE77-CFE18ECE32F9,Default,,,,Wynnum,QLD,4178,AU,,,,,,
1111,1111,1111,1111,ADMIN486509638978,MORETO10,241,Moreton Bay College,,A,,,Existing,Y,N,,04F09CFA-6A30-4060-A404-23E14989C8C4,Default,,,,Wynnum,,4178,AU,733908555,733908919,,,,
1112,1112,1112,1112,ADMIN486509638979,FIREPR10,1162,Fire Pro (QLD) Pty Ltd,,A,,,Existing,Y,N,,42EE16CE-8362-4185-BF0A-839D3448AE81,Default,,,,Yatala,QLD,4207,AU,,,,,,
1113,1113,1113,1113,ADMIN486509638980,YARWUN10,1026,Yarwun Property Holdings Pty Ltd,,A,,,Existing,Y,N,,62C74F42-2717-4C6C-9B7B-F3D433687B74,Default,,,,Yeppoon,,4703,AU,,,,,,
1114,1114,1114,1114,ADMIN486509638981,PARNEL10,220,John Parnell Consulting Architects,,A,,,Existing,Y,N,,66B79D96-FDEA-47E6-BCA4-9CCAE9F1F4CB,Default,,,,Yeronga,,4104,AU,,,,,,
1115,1115,1115,1115,ADMIN486509638982,BARBGA10,520,Gary & Alice Barbery,,A,,,Existing,Y,N,,1A32FC03-340F-4825-9D0E-ADE133D7F2B4,Default,,,,Yeronga,QLD,4104,AU,,,,,,
1116,1116,1116,1116,ADMIN486509638983,BVNPTY,4,BVN Donovan Hill,,A,,,Existing,Y,N,,73E7244E-697D-4DB4-8F14-60E456BBED8B,Default,,,,,,,AU,,,,,,
1117,1117,1117,1117,ADMIN486509638984,QLDHEA10,22,QLD Health,,A,,,Existing,Y,N,,4A1C187D-9731-4FC2-8A57-3118CB46EE50,Default,,,,,,,AU,07 31316500,,,,,
1118,1118,1118,1118,ADMIN486509638985,UNICAB30,23,University of Canberra,,A,,,Existing,Y,N,,6765D2E9-5B51-4CEC-8E54-8DBA30E7F4FA,Default,,,,,,,AU,,,,,,
1119,1119,1119,1119,ADMIN486509638986,WELLIN40,26,Wellington Waterfront,,A,,,Existing,Y,N,,53E9A7EC-C1A9-4C2C-B515-1DD97349B4A7,Default,,,,,,,NZ,,,,,,
1120,1120,1120,1120,ADMIN486509638987,WIAHAP10,28,Wiaha Pty Ltd,,A,,,Existing,Y,N,,28A4EF01-6E51-4ECC-8EB4-8270AEE51F1B,Default,,,,,,,AU,,,,,,
1121,1121,1121,1121,ADMIN486509638988,WHITEH30,36,Whitehorse City Council,,A,,,Existing,Y,N,,800241F3-7C54-45E4-B48E-BF8FB85CBC79,Default,,,,,,,AU,,,,,,
1122,1122,1122,1122,ADMIN486509638989,WHITEH40,37,Whitehorse City Council,,A,,,Existing,Y,N,,C3CBDD9C-F86E-424B-9282-2F51C031EE06,Default,,,,,,,AU,,,,,,
1123,1123,1123,1123,ADMIN486509638990,VISYIP40,39,Visy IP,,A,,,Existing,Y,N,,02D2AE2C-7985-4D85-83C6-1898775A3A4B,Default,,,,,,,AU,,,,,,
1124,1124,1124,1124,ADMIN486509638991,WAIRUH20,40,Wairu Hospital,,A,,,Existing,Y,N,,E3DE784C-BC4A-48A3-802C-C939B320EBD8,Default,,,,,,,AU,,,,,,
1125,1125,1125,1125,ADMIN486509638992,TURRGS10,58,Gary and Suzanne Turris,,A,,,Existing,Y,N,,A5443D5F-67BC-442A-9B8F-7F1F47354D54,Default,,,,,,,AU,,,,,,
1126,1126,1126,1126,ADMIN486509638993,UNITEC20,64,University of Technology Sydney,,A,,,Existing,Y,N,,E3B7BCC7-5944-4130-9A81-4D40B157CBCA,Default,,,,,,,AU,,,,,,
1127,1127,1127,1127,ADMIN486509638994,UQVETS10,69,University of Qld Veterinary Science,,A,,,Existing,Y,N,,C0DCD1F3-8A8B-412A-903F-115B2B1E685A,Default,,,,,,,AU,,,,,,
1128,1128,1128,1128,ADMIN486509638995,TRANSF40,86,Transfield Services,,A,,,Existing,Y,N,,E8B929B3-A24C-42BF-9C66-3AD8A9DE1455,Default,,,,,,,AU,,,,,,
