,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1,VisionClientID,EpicorCustomerID,ClientNumber,Name,Type,Status,WebSite,Memo,CurrentStatus,ClientInd,VendorInd,LinkedVendor,VisionClientAddressID,AddressDescription,Address2,Address3,Address4,City,State,Zip,Country,Phone,FAX,GoogleAddress,GooglePhone,googleExtras,googled
848,848,848,848,848,848,ADMIN486509638715,MELBGG40,782,Melbourne Girls Grammar,,A,,,Existing,Y,N,,FEFEC17E-73A6-4E68-8C63-52AA9017E613,Default,,,,South Yarra,VIC,3141,AU,398629200,,"Address: 86 Anderson St, South Yarra VIC 3141",Phone: (03) 9862 9200," | Melbourne Girls Grammar | Independent school in Melbourne, Victoria | Melbourne Girls Grammar, is an independent, Anglican, day and boarding school for girls, located in South Yarra, an inner city suburb of Melbourne, Victoria, Australia. Wikipedia | Hours: Open today  8:00 am  5:00 pm | Founded: 1893 | Profiles | Google+ | View 15+ more | Melbourne Girls' College | Melbourne Grammar School | Korowa Anglican Girls' School | Caulfield Grammar School | MLC Melbourne",True
849,849,849,849,849,849,ADMIN486509638716,BAULDE40,559,Baulderstone Hornibrook,,A,,,Existing,Y,N,,B0A2C60F-DF86-4C14-ACA4-F845CD2B10EB,Default,,,,Southbank,VIC,3001,AU,,,"Address: 821 Pacific Hwy, Chatswood NSW 2067",Phone:(02) 9499 0999, | See outside | Abigroup Limited | Excavating Contractor,True
850,850,850,850,850,850,ADMIN486509638717,ARTVIC40,567,Arts Victoria,,A,,,Existing,Y,N,,DFB19F5E-793A-4EAC-AC1D-BC845F34127A,Default,2 Kavanagh Street,,,Southbank,,3006,AU,03 95545080,,,,,True
851,851,851,851,851,851,ADMIN486509638718,CAPITA20,617,Capital Insight,,A,,,Existing,Y,N,,8BA02060-52F3-4E83-BB4A-921FC412677F,Default,33 Scarborough Street,,,Southport,,4215,AU,756685028,,,,,True
852,852,852,852,852,852,ADMIN486509638719,GCHOSP10,1274,GC Hospital & Health Services,,A,,,Existing,Y,N,,1209FE82-E2DA-4F5C-B306-31A210426A7E,Default,,,,Southport,,4215,AU,,,"Address: 1 Hospital Blvd, Southport QLD 4215",Phone: 1300 744 284," | Gold Coast Hospital | Hospital in Queensland, Australia | Gold Coast Hospital, located at 98-136 Nerang Street, Southport was a major teaching and referral hospital and the third largest in Queensland. The Gold Coast Hospital had one of the busiest emergency departments in the state. Wikipedia | Founded: 1993 | Affiliated university: Griffith University, Bond University | View 15+ more | Pindara Private Hospital | Allamanda Private Hospital | Pacific Private Hospital | Griffith University Gold Coast Campus | RACV Royal Pines Resort | See results about | Gold Coast University Hospital | Gold Coast University Hospital is a major health facility offering tertiary level health care for the Gold ...",True
853,853,853,853,853,853,ADMIN486509638720,LEWISL10,291,Lewis Land Group,,A,,,Existing,Y,N,,6767F8E4-0791-43E9-B191-FFACDBB33091,Default,The Village Centre,Sovereign Mile,,Sovereign Islands,QLD,4216,AU,755377840,,"Address: 264 George St, Sydney NSW 2000",Phone:(02) 9241 1118, | See outside | The Lewis Land Group of Companies | Real Estate Developer | Sunland Group Sydney | Advance Lifts | Inside Retail | The Boutique Boat Company,True
854,854,854,854,854,854,ADMIN486509638721,CITYCO20,442,City of Cockburn,,A,,,Existing,Y,N,,BDF928C9-9EC0-4A52-B69E-0FB5AC3B5E7F,Default,,,,Spearwood,WA,6163,AU,,,"Address: 9 Coleville Cres, Spearwood WA 6163",Phone: (08) 9411 3444, | City of Cockburn | Australian local government area | The City of Cockburn is a local government area in the southern suburbs of the Western Australian capital city of Perth about 8 kilometres south of Fremantle and about 24 kilometres south of Perth's central business district. Wikipedia | Area: 167.5 km | Founded: 1871 | Region: Perth | Council seat: Spearwood | Hours: Open today  8:30 am  4:30 pm | Federal divisions: Division of Fremantle | View 15+ more | Cockburn Gateway Shopping City | Fremantle City Council | Cockburn Ice Arena | Coolbellup Public Library | Cockburn Central,True
855,855,855,855,855,855,ADMIN486509638722,VIRGBL10,41,Virgin Blue,,A,,,Existing,Y,N,,A5DA06E1-EF09-4289-92BB-17CDA5B27C08,Default,,,,Spring Hill,QLD,4004,AU,,,,,,True
856,856,856,856,856,856,ADMIN486509638723,SINCKM20,94,Sinclair Knight Merz (Nsw),,A,,,Existing,Y,N,,6997E9A8-6F13-44F4-9DF3-C64FC7C4C3C9,Default,,,,Spring Hill,QLD,4004,AU,,,"Address: 100 Christie St, St Leonards NSW 2065",Phone:(02) 9928 2100, | See outside | Sinclair Knight Merz PTY Ltd. | Engineering Consultant | View 4+ more | Woolacotts Consulting Engineers | Arup | BG&E Pty Limited | Jacobs | Mott MacDonald Group,True
857,857,857,857,857,857,ADMIN486509638724,PRADEL10,147,Pradella Group,,A,,,Existing,Y,N,,952C0F94-249E-4887-8305-CCBD7593B767,Default,,,,Spring Hill,QLD,4004,AU,,,"Address: 154 Melbourne St, South Brisbane QLD 4101",Phone:(07) 3115 0300, | See outside | Pradella Developments Pty Ltd | Corporate Campus | View 15+ more | West End Central Apartments | Central Cosmo Apartments | Koko Apartments | ARIA | Regatta Apartments West End,True
858,858,858,858,858,858,ADMIN486509638725,DEPTRA10,404,Dept of Transport,,A,,,Existing,Y,N,,69C78099-59CE-4F5E-99C4-3FE59AE0A3BC,Default,170 Leichardt Street,,,Spring Hill,,4000,AU,7731355756,,"Address: 16411 Spring Hill Dr, Brooksville, FL 34604, United States",Phone:+1 352-544-5113, | Transportation Department | Department of Transportation,True
859,859,859,859,859,859,ADMIN486509638726,CONWAG10,452,Connell Wagner,,A,,,Existing,Y,N,,24E71D7E-1C70-42B9-B723-3451CF69E9EA,Default,,,,Spring Hill,,4004,AU,731358273,,"Address: 1/433 Boundary St, Spring Hill QLD 4000",Phone:(07) 3246 1000, | See outside | Connell Wagner,True
860,860,860,860,860,860,ADMIN486509638727,BAULDE10,556,Baulderstone Hornibrook Pty Ltd,,A,,,Existing,Y,N,,E1C7F3B9-623D-4FC5-9484-3B358383ABC5,Default,,,,Spring Hill,QLD,4004,AU,,,"Address: 39 Delhi Rd, North Ryde NSW 2113",Phone:(02) 9935 7100, | See outside | Baulderstone Pty Ltd | Construction Company,True
861,861,861,861,861,861,ADMIN486509638728,AURECO10,685,Aurecon Australia Pty Ltd,,A,,,Existing,Y,N,,BC4128E6-63ED-4F0D-93F2-D1B8904245BB,Default,433 Boundary Road,,,Spring Hill,,4000,AU,,,,,,True
862,862,862,862,862,862,ADMIN486509638729,GALJEF10,797,Gallagher Jeffs Consulting,,A,,,Existing,Y,N,,41C3237A-1D8F-4C24-BBB7-45943A306807,Default,Level 1,226 Leichhardt Street,,Spring Hill,,4000,AU,,,"Address: 1/107 Pitt St, Sydney NSW 2000",Phone:(02) 9230 7700, | See outside | Gallagher Jeffs Consulting | Building Consultant | Hours: Open today  8:30 am  5:30 pm,True
863,863,863,863,863,863,ADMIN486509638730,UNIVQL10,885,University of Queensland,,A,,,Existing,Y,N,,3F4A7E24-8628-42EF-A973-BEC2ECBFC44F,Default,48 Leichhardt Street,,,Spring Hill,,4000,AU,738321800,,"Address: 495 Boundary St, Spring Hill QLD 4004",Phone:(07) 3832 7699, | See outside | The Foundation Year | Foundation | View 15+ more | The University of Queensland | The University of Queensland School of Dentistry | Institute of Continuing & TESOL Education | University of Queensland Business School Downtown | Institute of Modern Languages,True
864,864,864,864,864,864,ADMIN486509638731,VIRAUS20,976,Virgin Australia,,A,,,Existing,Y,N,,E8668574-B039-4F05-9E7F-6B08A52D60AD,Default,,,,Spring Hill,,4004,AU,732953000,,"Address: 56 Edmondstone Rd, Bowen Hills QLD 4006",Phone:(07) 3295 3000, | See outside | Virgin Australia | 3.9 | 6 Google reviews | Corporate Campus | Hours: Open today  7:30 am  6:00 pm | 6 Google reviews | View 15+ more | Qantas Link | Air New Zealand | Flight Centre Stones Corner | Thai Airways International Ltd. | China Airlines,True
865,865,865,865,865,865,ADMIN486509638732,VIRAUS10,1015,Virgin Australia,,A,,,Existing,Y,N,,E8D163E5-C795-405B-B262-63F2539B2C39,Default,,,,Spring Hill,,4004,AU,732953000,,"Address: 56 Edmondstone Rd, Bowen Hills QLD 4006",Phone:(07) 3295 3000, | See outside | Virgin Australia | 3.9 | 6 Google reviews | Corporate Campus | Hours: Open today  7:30 am  6:00 pm | 6 Google reviews | View 15+ more | Qantas Link | Air New Zealand | Flight Centre Stones Corner | Thai Airways International Ltd. | China Airlines,True
866,866,866,866,866,866,ADMIN486509638733,WEBSTE10,1021,Stewart Webster,,A,,,Existing,Y,N,,A2F7CD62-28DE-4FD6-BD9E-9826953323AD,Default,,,,Spring HIll,,,AU,732106026,,,,,True
867,867,867,867,867,867,ADMIN486509638734,BRIHOU10,1032,Brisbane Housing Company,,A,,,Existing,Y,N,,D30DB278-BBD9-4A54-B4BF-54B848E9C010,Default,35 Astor Terrace,,,Spring Hill,,4000,AU,,,"Address: 2, 35 Astor Terrace, Brisbane QLD 4001",Phone:(07) 3307 3000, | See outside | BHC Creating Liveable Communities | Low Income Housing Program | Hours: Open today  8:30 am  5:00 pm | 1 Google review | View 15+ more | The Pad | Brisbane Realty | Valley QLD | Brisbane Homelessness Service Collaborative | McCarthy Homes - Display Home Gordon Park,True
868,868,868,868,868,868,ADMIN486509638735,WALDON10,1045,Waldon Services Pty Ltd,,A,,,Existing,Y,N,,2922ED79-48A2-4121-9EC4-1891E82AF5F5,Default,Portman Place,220 Boundary Street,,Spring Hill,,4000,AU,,,,,,True
869,869,869,869,869,869,ADMIN486509638736,WILSON10,1050,Wilson Architects,,A,,,Existing,Y,N,,DCA843C8-9208-485E-B954-A7CF065334C8,Default,,,,Spring Hill,,4000,AU,,,"Address: 564 Boundary St., Spring Hill QLD 4000",Phone:(07) 3831 2755, | See outside | Wilson Architects | Landscape Architect | View 15+ more | Cox Rayner Architects | Donovan Hill Architects | Arkhefield | Australian Institute of Architects QLD Chapter | Richard Kirk,True
870,870,870,870,870,870,ADMIN486509638737,MEDCRA10,1103,Matthew Medcraf,,A,,,Existing,Y,N,,BF943505-2009-4180-9C41-1997BB3A1965,Default,,,,Spring Hill,,,AU,,,,,,True
871,871,871,871,871,871,ADMIN486509638738,SPRING10,668,Springfield Land Corporation,,A,,,Existing,Y,N,,FC7458C6-6B5D-4D3A-847B-41B35EED9031,Default,,,,Springfield,,4300,AU,,,"Address: 145 Sinnathamby Blvd, Springfield Central QLD 4300",Phone:(07) 3819 9999, | See outside | Springfield Land Corporation | Builder | Hours: Open today  8:30 am  5:30 pm | View 15+ more | Robelle Domain | Springfield Central | St Peters Lutheran College Springfield | Masters Home Improvement | Orion Springfield Central,True
872,872,872,872,872,872,ADMIN486509638739,CITDAN40,863,City of Greater Dandenong,,A,,,Existing,Y,N,,94672AA3-F2BB-4CC0-AB84-C43037125DA2,Default,,,,Springvale,,3171,AU,03 9239 5162,,"Address: 225 Lonsdale St, Dandenong VIC 3175",Phone:(03) 8571 1000, | See outside | Greater Dandenong City Council Office | Council | Hours: Open today  8:00 am  5:30 pm | 2 Google reviews | View 15+ more | Dandenong Market | Springvale Library | Clayton Public Library | Parkmore Shopping Centre | Dandenong Plaza,True
873,873,873,873,873,873,ADMIN486509638740,MORRIS10,957,Morris Corporation,,A,,,Existing,Y,N,,EAF3A578-7962-4C47-BF7A-5D932F9963B7,Default,,,,Springwood,,,AU,07 32082100,07 32087300,"Address: Unit 6 / 2728 Logan Road, Eight Mile Plains QLD 4113",Phone:(07) 3041 4300, | Morris Corporation | Corporate Campus | Hours: Open today  9:00 am  5:00 pm | View 3+ more | Australian Recruiting Group | Corporate House Serviced Offices Garden City Brisbane | Kjm Contractors Pty Ltd. | Minecorp Vehicle Solutions | MTAQ,True
874,874,874,874,874,874,ADMIN486509638741,BROOKM20,511,Martin Brook & Pam Hull,,A,,,Existing,Y,N,,98D5CC9B-657D-40C4-8755-6976ADF9CF68,Default,,,,St Helena Via Bangalow,NSW,2479,AU,,,,,,True
875,875,875,875,875,875,ADMIN486509638742,CADBUR40,717,Cadbury Pty Ltd,,A,,,Existing,Y,N,,FFF106C7-301B-41BF-B16F-FAC441CE7B20,Default,,,,St Kilda,,,AU,413436668,,"Address: 636 St Kilda Rd, Melbourne VIC 3182",Phone:(03) 9520 7444, | See outside | Schweppes Australia P/L,True
876,876,876,876,876,876,ADMIN486509638743,ARCREV40,563,Architectural Review Australia,,A,,,Existing,Y,N,,2B3EB1C2-60B2-4CDA-BBC7-9B9C843C8894,Default,,,,St Kilda West,,3182,AU,,,,,,True
877,877,877,877,877,877,ADMIN486509638744,DEPTDE20,427,Dept Of Defence Nsw,,A,,,Existing,Y,N,,83923628-CC13-4B57-832C-AF0AF1E50BD7,Default,,,,St Leonards,NSW,2065,AU,,,,,,True
878,878,878,878,878,878,ADMIN486509638745,CARSON20,486,Carson Group,,A,,,Existing,Y,N,,A49E5976-4BC1-4A92-8064-A45C88E14674,Default,,,,St Leonards,,1590,AU,,,"Address: 55 Chandos St, St Leonards NSW 2065",Phone:(02) 9906 5966, | See outside | Carson Group PTY Ltd. | Consultant,True
879,879,879,879,879,879,ADMIN486509638746,CARSON40,487,Carson Group,,A,,,Existing,Y,N,,3A3C0742-4021-4526-89D9-D04ADE151E8A,Default,,,,St Leonards,NSW,2065,AU,,,"Address: 55 Chandos St, St Leonards NSW 2065",Phone:(02) 9906 5966, | See outside | Carson Group PTY Ltd. | Consultant,True
880,880,880,880,880,880,ADMIN486509638747,ATKINS20,573,Atkinson Capital Insight,,A,,,Existing,Y,N,,07497CCF-94D1-4A8C-9F48-FAA8924FC59E,Default,,,,St Leonards,NSW,2080,AU,,,"Address: 123 Walker St, North Sydney NSW 2060",Phone:(02) 9955 2792, | See outside | Atkinson Capital Insight Pty Ltd | Property Management Company,True
881,881,881,881,881,881,ADMIN486509638748,LAWREN20,860,Lawrence Creative,,A,,,Existing,Y,N,,055994F6-4447-4D0C-ABA1-B2EB1FF87BA5,Default,,,,St Leonards,,2000,AU,02 9268 1548,,,,,True
882,882,882,882,882,882,ADMIN486509638749,EMPPRO20,916,EMP Projects,,A,,,Existing,Y,N,,3724879E-9C61-4218-B9E7-D78C6C73E89E,Default,,,,St Leonards,,2065,AU,02 9452 8300,02 9452 8388,"Address: 5/655 Pacific Hwy, St Leonards NSW 2065",Phone:(02) 9452 8300, | See outside | epm Projects Pty Ltd | Property Management Company | View 3+ more | Stockland | Cranbrook School | Ashfield | St. Vincent de Paul's Catholic Church Ashfield | Westfield Towers,True
883,883,883,883,883,883,ADMIN486509638750,SBSSYD20,999,sbs,,A,,,Existing,Y,N,,A330E5CC-AEED-4017-94F1-EA78AE7C110A,Default,,,,St Leonards,,,AU,,,,,,True
884,884,884,884,884,884,ADMIN486509638751,STONNI40,608,Stonnington City Council,,A,,,Existing,Y,N,,32D3B676-1AFC-4F87-B6DE-8F6F9A1E052A,Default,,,,Stonnington,,,AU,382901333,,"Address: 1251 High St, Malvern VIC 3144",Phone: (03) 8290 1333," | City of Stonnington | Australian local government area | The City of Stonnington is a local government area located within the metropolitan area of Melbourne, Australia. It comprises the inner south-eastern suburbs, between 3 and 13 km from the Melbourne CBD. Wikipedia | Area: 25.6 km | Founded: 1994 | Hours: Open today  8:30 am  5:00 pm | Council seat: Malvern | Federal divisions: Division of Higgins, Division of Melbourne Ports | View 15+ more | Boroondara City Council | Yarra City Council | Melbourne City Council | Glen Eira Town Hall | Prahran Market",True
885,885,885,885,885,885,ADMIN486509638752,MOREBY10,1070,Moreton Bay Regional Council,,A,,,Existing,Y,N,,C99EBCB4-EB29-47F7-8B80-77FC0F3BC005,Default,,,,Strathpine,,4500,AU,734806575,,,,,True
886,886,886,886,886,886,ADMIN486509638753,WILFOR20,838,Wilford Schupp,,A,,,Existing,Y,N,,00EB538E-9CA6-4635-8C58-391F72165D16,Default,,,,Stuttgart,,70173,DE,497112255420,,"Address: Neue Brücke 8, 70173 Stuttgart, Germany",Phone:+49 711 2255420, | See outside | Wilford Schupp Architekten GmbH | Architect | View 15+ more | wulf architekten GmbH | MGF Architekten GmbH | Bottega + Ehrhardt Architekten GmbH | SFA Simon Freie Architekten BDA | Drei Architekten,True
887,887,887,887,887,887,ADMIN486509638754,PLANTS10,225,Stephen Plant,,A,,,Existing,Y,N,,CD3E1FBA-CA8D-4604-AE67-975CF6AA4C47,Default,,,,Sunnybank Hills,QLD,4109,AU,,,,,,True
888,888,888,888,888,888,ADMIN486509638755,RAPTIS10,142,Raptis Group,,A,,,Existing,Y,N,,F9935AE5-C4B5-4B14-B7D0-6BAB1CC80EAA,Default,The Forum,,,Surfers Paradise,QLD,4217,AU,,,"Address: 23 Ferny Ave, Surfers Paradise QLD 4217",Phone:(07) 5570 8000, | See outside | Raptis Group | Corporate Office,True
889,889,889,889,889,889,ADMIN486509638756,UPSTOW10,1033,UPS Town Planning,,A,,,Existing,Y,N,,4476AB7B-7C8F-470D-B318-B7253B0CC8EF,Default,,,,Surfers Paradise,,4217,AU,,,"Address: 2 Elkhorn Ave, Surfers Paradise QLD 4217",Phone:(07) 5570 4994, | See outside | Urban Planning Services | Town Planning Company | Hours: Open today  8:00 am  5:00 pm | 1 Google review | View 15+ more | Gold Coast Convention and Exhibition Centre | Gold Coast Project for Homeless Youth Inc. | Bennett + Bennett Surveyors + Planners | Gold Coast | Southport Central | Grummitt Planning Pty Ltd,True
890,890,890,890,890,890,ADMIN486509638757,ASPECT20,767,Aspect,,A,,,Existing,Y,N,,4F650D50-E851-42B9-868E-FA87C165E713,Default,Level 6,61 Marlborough Street,,Surry Hills,NSW,2010,AU,296997182,,"Address: 61/61, Marlborough St, Surry Hills NSW 2010",Phone:(02) 9699 7182, | See outside | ASPECT Studios | Company | Hours: Open today  8:30 am  5:30 pm,True
891,891,891,891,891,891,ADMIN486509638758,CANNON10,491,Cannon Brendan,,A,,,Existing,Y,N,,1807DA6B-BAD3-4940-9E6C-F18294882F21,Default,,,,Swanbourne,,6010,AU,892863593,892863593,,,,True
892,892,892,892,892,892,ADMIN486509638759,AECMAU20,1,Aecom,,A,,,Existing,Y,N,,3059A521-B96F-4A0D-87E3-DF4906403377,Default,44 Market Street,,,Sydney,NSW,2000,AU,,,,,,True
893,893,893,893,893,893,ADMIN486509638760,BOTGAR20,3,Botanic Gardens Trust,,A,,,Existing,Y,N,,05BEA380-9EBB-4C50-AF74-AF928A4C276B,Default,,,,Sydney,NSW,,AU,,,"Address: Mrs Macquaries Rd, Sydney NSW 2000",Phone:(02) 9231 8111, | See outside | Royal Botanic Gardens & Domain Trust Offices | Government Office | Hours: Open today  9:00 am  5:00 pm,True
894,894,894,894,894,894,ADMIN486509638761,GOODMA20,11,Goodman Law on behalf of T Pan,,A,,,Existing,Y,N,,4531F691-983F-4900-B84B-AEA0F6E86FF6,Default,,,,Sydney,NSW,,AU,02 92307400,,,,,True
895,895,895,895,895,895,ADMIN486509638762,INGNSW20,13,One Path,,A,,,Existing,Y,N,,C132F8DB-8B3A-4601-8923-622FA88D483C,Default,347 Kent Street,,,Sydney,NSW,2001,AU,292622246,,,,,True
896,896,896,896,896,896,ADMIN486509638763,MPSPRO20,18,MPS Property Advisors,,A,,,Existing,Y,N,,0C545B4A-9F70-44D8-8EFA-F9809E02E91E,Default,123 Pitt Street,,,Sydney,NSW,2000,AU,282279117,292338533,,,,True
897,897,897,897,897,897,ADMIN486509638764,VALADS20,24,VALAD,,A,,,Existing,Y,N,,A0951D88-9F08-441B-B5A1-734965A4B498,Default,,,,Sydney,NSW,,AU,02 82576600,,"Address: 9/1 Chifley Square, Sydney NSW 2000",Phone:(02) 8257 6600, | See outside | Valad Property Group | Property Management Company | View 15+ more | Investa Property Group | DEXUS Property Group | Mirvac | Mirvac Group | Head Office Level,True
898,898,898,898,898,898,ADMIN486509638765,VIRMAN40,25,Virgin Management Asia-Pacific,,A,,,Existing,Y,N,,7B2D3914-4E3A-415E-99C4-CEF925833EFB,Default,,,,Sydney,NSW,,AU,02 82498061,,,,,True
899,899,899,899,899,899,ADMIN486509638766,WINTON20,31,Winton Associates,,A,,,Existing,Y,N,,C0F4E2C7-B1C1-4530-B2C4-D154F9F71240,Default,,,,Sydney,NSW,,AU,292903999,292903077,"Address: 12 Mount St, North Sydney NSW 2060",Phone:(02) 8920 3999, | See outside | Winton Associates Pty Ltd | Consultant,True
900,900,900,900,900,900,ADMIN486509638767,WOODSR20,32,Robert and Jane Woods,,A,,,Existing,Y,N,,CDEF3D7E-36E6-4EEF-8E02-71EE3230D173,Default,,,,Sydney,NSW,,AU,,,"Address: 201/443 Victoria Ave, Chatswood NSW 2067",Phone:(02) 9884 8821, | See outside | Dr. Jane Woods - Dermatologist | Dermatologist | 2 Google reviews | View 15+ more | Dr Elizabeth Dawes-Higgs | Chatswood Dermatology Centre | Kramer-Maier Jaqueline DR | Neutral Bay Laser & Dermatology Clinic | Skin Cancer Clinic,True
901,901,901,901,901,901,ADMIN486509638768,UTSNSW20,47,University of Technology Sydney,,A,,,Existing,Y,N,,70E1A07A-1BBF-423A-A870-19F45BC52984,Default,,,,Sydney,NSW,,AU,295143145,,"Address: 15 Broadway, Ultimo NSW 2007",," | University of Technology Sydney | University in Ultimo, New South Wales | The University of Technology Sydney is a university in Sydney, Australia. The university was founded in its current form in 1988, although its origins trace back to the 1870s. It is part of the Australian Technology Network of universities. Wikipedia | Customer service: (02) 9514 2000 | Enrollment: 39,074 (2014) | Founded: January 26, 1988 | Mascot: Lenny the Lizard | Colors: Black, White, Green | Profiles | Google+ | Notable alumni | View 45+ more | Hugh Jackman | Sonia Kruger | Martin G. Bean | Anna Funder | Sekai Holland | View 10+ more | University of Sydney | Sydney | University of New South Wa... | Kensington | Macquarie University | Sydney | Western Sydney University | Penrith | University of Wollongong | Wollongong",True
902,902,902,902,902,902,ADMIN486509638769,UTSNSW30,48,University of Technology Sydney,,A,,,Existing,Y,N,,4652A488-7762-4176-BCE5-718AF33F4780,Default,,,,Sydney,NSW,,AU,295143145,,"Address: 15 Broadway, Ultimo NSW 2007",," | University of Technology Sydney | University in Ultimo, New South Wales | The University of Technology Sydney is a university in Sydney, Australia. The university was founded in its current form in 1988, although its origins trace back to the 1870s. It is part of the Australian Technology Network of universities. Wikipedia | Customer service: (02) 9514 2000 | Enrollment: 39,074 (2014) | Founded: January 26, 1988 | Mascot: Lenny the Lizard | Colors: Black, White, Green | Profiles | Google+ | Notable alumni | View 45+ more | Hugh Jackman | Sonia Kruger | Martin G. Bean | Anna Funder | Sekai Holland | View 10+ more | University of Sydney | Sydney | University of New South Wa... | Kensington | Macquarie University | Sydney | Western Sydney University | Penrith | University of Wollongong | Wollongong",True
903,903,903,903,903,903,ADMIN486509638770,TRINIT20,56,Trinity Grammar School,,A,,,Existing,Y,N,,FCE3A30F-6154-4803-93F8-63787C931E03,Default,L3,8 Spring Street,,Sydney,NSW,2000,AU,292564700,292564799,"Address: 119 Prospect Rd, Summer Hill NSW 2130",Phone: (02) 9581 6000," | Trinity Grammar School | Independent school in Sydney, New South Wales | Trinity Grammar School is an independent, Anglican, day and boarding school for boys in Sydney, Australia. The main campus is in Summer Hill, with a preparatory school in Strathfield. Wikipedia | Hours: Open today  8:30 am  4:00 pm | Founded: 1913 | Gender: Single-sex education | Profiles | Google+ | View 15+ more | Sydney Grammar School | Sydney Boys High School | MLC School, Sydney | Meriden School | PLC Sydney",True
904,904,904,904,904,904,ADMIN486509638771,UNITCR20,63,Uniting Care Aging Sydney Region,,A,,,Existing,Y,N,,763B2972-465C-4FF6-9F1D-861EB3DFD46E,Default,,,,Sydney,NSW,2040,AU,,,"Address: 4 Chapman Ave, Chatswood NSW 2067",Phone:(02) 9468 5900, | See outside | UnitingCare Ageing - Northern Sydney Regional Office | Aged Care Service | View 15+ more | Bupa Aged Care | HammondCare | Lansdowne Gardens | Willowood Centre | Opal Aged Care Chiswick,True
905,905,905,905,905,905,ADMIN486509638772,UNITED20,65,United Group,,A,,,Existing,Y,N,,0C28F8C9-AF07-4C26-B17D-00DBD10A3FE6,Default,9 Hunter Street,,,Sydney,NSW,2000,AU,,,,,,True
906,906,906,906,906,906,ADMIN486509638773,TBAMSV10,72,Total Building And Management Pty Ltd,,A,,,Existing,Y,N,,54D726C4-2D37-4E15-BA63-63C7E00FEE1B,Default,281 Elizabeth Street,,,Sydney,NSW,2000,AU,,,"Address: 281 Elizabeth St, Sydney NSW 2000",Phone:(02) 9283 3446, | See outside | Total Building & Management Services TBAMS | Building Restoration Service,True
907,907,907,907,907,907,ADMIN486509638774,TEMVEN20,81,Temporary Venues Procurement Leader,,A,,,Existing,Y,N,,0FE5B48B-1161-4C19-80BA-76CEE8ED7343,Default,,,,Sydney,NSW,,AU,,,,,,True
908,908,908,908,908,908,ADMIN486509638775,THINCS20,83,Thinc Projects,,A,,,Existing,Y,N,,7EED166B-71D5-4831-A37D-F6DF31F2F463,Default,8 Spring Street,,,Sydney,NSW,2000,AU,292564700,,,,,True
909,909,909,909,909,909,ADMIN486509638776,TRAFAL20,85,Trafalgar Corporate Group,,A,,,Existing,Y,N,,E93959E7-6EFD-498A-9757-ECDB9AD8A628,Default,,,,Sydney,NSW,2001,AU,,,"Address: 4/111 Harrington St, The Rocks NSW 2000",Phone:(02) 9252 4211, | See outside | Trafalgar Corporate Group | Property Management Company | View 3+ more | 360 Capital Group | Boardroom Pty Limited | Australian Taxation Office - myGov Sydney | Level Two Music | Wise-Owl.com,True
910,910,910,910,910,910,ADMIN486509638777,TRANSP20,88,Ministry of Transport,,A,,,Existing,Y,N,,F071D2A7-54F0-4B10-99E1-A5C47898EFBE,Default,321 Kent Street,,,Sydney,NSW,2000,AU,,,,,,True
911,911,911,911,911,911,ADMIN486509638778,SILVER20,92,Silverton Group,,A,,,Existing,Y,N,,1919D39B-C919-4401-B019-A18D311E37E5,Default,,,,sydney,NSW,,AU,027 35146161,,,,,True
912,912,912,912,912,912,ADMIN486509638779,STOCKL20,107,Stockland Property Management Pty Ltd,,A,,,Existing,Y,N,,AEACEC74-8BDA-4D48-AAED-F566DDA26139,Default,,,,Sydney,NSW,2001,AU,,,,,,True
913,913,913,913,913,913,ADMIN486509638780,STRPR330,111,Strategic Prop Holdings No 3 C/-Mr David,,A,,,Existing,Y,N,,0D131BD8-7530-4D10-A15C-FF51F3E4C7B4,Default,,,,Sydney,NSW,2000,AU,,,,,,True
914,914,914,914,914,914,ADMIN486509638781,STWVIL20,115,STW Village,,A,,,Existing,Y,N,,F9FC4EAF-9CAD-499B-A4D3-948C38B89E6B,Default,,,,Sydney,NSW,2000,AU,,,,,,True
